788	UsDCnWjPtJLJ	90.466	788	765
789	JfcaLT	99.9	789	786
790	mMmUbHf	61.832	790	834
791	HrtDTJB	155.881	791	837
792	clGQYBfuny	63.277	792	935
793	QduYUdcv	68.410	793	834
794	qIKTFTQssKQ	7.658	794	896
795	bBWfIlVAcT	82.0	795	785
796	BkkJdmtP	26.5	796	841
797	gtWRh	5.96	797	871
798	JqagrO	911.7	798	916
799	VsbeGcSlrg	4.814	799	820
800	fwWMxIL	0.7	800	754
801	crCboCH	614.26	801	820
802	PMmQNINRQMfmT	1.97	802	973
803	OhJmITJM	533.1	803	983
804	pSgWV	40.0	804	929
805	OOwVk	993.4	805	929
806	WlJiFVY	2.87	806	971
807	NEMGsY	70.66	807	756
808	GfETC	556.8	808	961
809	jupRll	483.65	809	792
810	Sefbs	3.2	810	772
811	hpnFuyctA	42.24	811	793
812	wFbjABDKcgH	1.463	812	876
813	OaNMnGGAms	792.624	813	775
814	RkIBI	656.75	814	941
815	fuupp	1.52	815	843
816	tOiAiiI	8.2	816	969
817	XFFKx	49.6	817	828
818	IjvBjq	90.66	818	757
819	dsEhAaBEN	39.766	819	839
820	SrMipTuYkKCH	745.41	820	963
821	LFCvuKe	79.709	821	804
822	RVmuPgE	1.9	822	862
823	MSfuS	28.563	823	819
824	xXFQdI	523.385	824	811
825	CGKauK	764.520	825	937
826	drUeJ	95.35	826	944
827	OGbKqQqw	605.70	827	918
828	mefNHcB	9.56	828	918
829	PQQgoFi	8.70	829	907
830	LrtShOdVUV	702.1	830	746
831	VEMQNBr	74.70	831	886
832	yPKkcH	21.356	832	881
833	owmwe	0.94	833	981
834	YHbIloO	13.997	834	895
835	ujXJN	97.822	835	955
836	NuqMl	634.48	836	755
837	qOxqIOl	0.58	837	765
838	yVoETKvGpO	45.849	838	835
839	tMgNRJlt	1.717	839	943
840	enDxD	94.0	840	848
841	ttoYKQFMQd	399.5	841	865
842	fnOVAb	424.58	842	909
843	CyVFxDYT	9.92	843	940
844	QirHRwOq	8.6	844	779
845	uNjAV	98.840	845	818
846	jDDgD	7.138	846	797
847	PxwTmb	24.81	847	969
848	CgoouoHLUOcI	370.7	848	794
849	YcwWb	9.32	849	778
850	YFegT	203.70	850	887
851	EYXAGb	951.731	851	790
852	fiKDTAhU	25.4	852	961
853	lRcOP	0.591	853	971
854	rottqu	16.0	854	780
855	aJkJCXlfb	283.25	855	765
856	TgXPa	829.3	856	839
857	adXdnfuFog	154.227	857	936
858	SBCwPhe	701.58	858	812
859	FwLoc	2.960	859	782
860	Skemuku	985.0	860	937
861	MvdPq	638.5	861	946
862	oLxaie	5.1	862	905
863	KHWrS	8.2	863	936
864	qjBmtb	23.7	864	856
865	xkxJxT	667.1	865	912
866	TSdRDQnu	466.4	866	860
867	NxfVTqdqK	65.8	867	915
868	LTHrP	977.33	868	851
869	gVeWTmpSsXu	0.382	869	777
870	wraFTUbU	622.32	870	840
871	AOBPU	3.69	871	749
872	sjEYtWvbmNCY	204.78	872	748
873	mqHcYB	49.855	873	761
874	RWlIBuQ	3.7	874	862
875	qmVkXt	7.56	875	783
876	KHCTSdA	94.87	876	790
877	OOaRd	607.26	877	799
878	VpDJn	17.99	878	935
879	QfUYc	71.0	879	926
880	kfRKU	33.498	880	824
881	kwufa	27.2	881	800
882	GXuFwy	713.55	882	766
883	WUeqV	781.19	883	806
884	qnORc	253.54	884	971
885	TkYxv	709.31	885	826
886	wjCWpJuql	9.0	886	803
887	BGhAEjVhnF	62.2	887	821
888	yAXiRwO	0.6	888	789
889	ecSudCAwFjdR	0.527	889	917
890	KjbEMyYpBVp	68.66	890	896
891	WBKEY	422.736	891	866
892	GOyBe	4.761	892	870
893	kpBpMNh	421.12	893	790
894	yyQmlbLqjam	7.718	894	897
895	xAMru	91.65	895	800
896	dYprkxsh	41.43	896	806
897	rSRVmdS	8.6	897	963
898	bsONh	1.84	898	873
899	vuwhky	12.402	899	914
900	EYPAa	864.0	900	799
901	DmkfaR	89.34	901	938
902	mMjgbTOIIwfv	10.728	902	972
903	iWcwT	432.29	903	777
904	jlUwg	5.409	904	941
905	PhCcl	50.957	905	938
906	YdLnXDeB	71.3	906	929
907	hIYtPnpyI	58.4	907	866
908	BdtalmdaH	62.6	908	872
909	ITtmh	1.41	909	890
910	qyACVe	619.34	910	750
911	CpoHoo	447.4	911	981
912	NYxcLLU	28.3	912	845
913	iItxuQCIDM	76.0	913	896
914	huGfYb	4.254	914	761
915	tdBcyDve	430.3	915	980
916	PwRdLBF	64.85	916	824
917	tWtKqeLyjw	12.15	917	797
918	BjroTiTSq	7.26	918	896
919	nNNQTpC	4.2	919	788
920	jJgscNA	55.0	920	863
921	wrTFV	709.532	921	844
922	INmFqo	90.59	922	869
923	LHvQltaf	6.32	923	829
924	wBCyA	335.79	924	920
925	BCCQx	481.92	925	796
926	ryTtPaIRgJBYS	22.445	926	751
927	ahicR	810.7	927	809
928	RPhIm	416.80	928	895
929	eFYuc	27.62	929	764
930	OcBcSpANa	225.9	930	951
931	PmYDnN	371.44	931	914
932	NvXMghygPPH	8.918	932	848
933	BnLfDYk	8.8	933	826
934	gPiVLOX	6.43	934	947
935	LqdRfC	17.43	935	902
936	sEikWEto	0.75	936	760
937	vlqxdD	337.81	937	933
938	ApGhR	55.312	938	904
939	KQJDMR	4.384	939	824
940	tYhGLQTBFQN	0.82	940	929
941	QygcQGI	7.7	941	939
942	tCSSwS	58.80	942	833
943	nIkNjOv	5.538	943	906
944	DkOtVI	54.246	944	865
945	QftELODv	12.98	945	948
946	AETXuMkJbvXY	899.2	946	852
947	LIkooAC	17.7	947	764
948	tlaEbCTKhsC	1.0	948	945
949	UIRvrHsYfp	623.189	949	788
950	Djilf	521.831	950	916
951	hLupP	7.62	951	880
952	ABsbw	4.290	952	812
953	gqkhX	0.67	953	987
954	dbpyxAQ	7.32	954	862
955	mynPCe	5.47	955	821
956	adCroG	26.6	956	953
957	AVoTOiKMiItX	4.67	957	912
958	nNmtQnXC	7.1	958	801
959	DsLXgctQxGkD	0.39	959	818
960	oDbuX	72.5	960	770
961	TxXBkRPMUo	148.839	961	934
962	FuHLrAm	7.7	962	830
963	qWNdTM	944.642	963	805
964	GjQJyaoejG	732.206	964	759
965	AJYQSQEK	450.6	965	748
966	YkPSL	45.1	966	983
967	aeVSG	115.14	967	888
968	rtflQ	5.10	968	980
969	TgcBjCR	848.579	969	848
970	wDgUDDRR	13.5	970	952
971	gvOvUC	5.55	971	988
972	mYrej	443.294	972	989
973	YEDSw	71.2	973	802
974	OyXJCNHqXAVH	56.6	974	976
975	WGWdr	869.838	975	940
976	OqsrWaxcD	5.816	976	884
977	JBlEOEC	6.6	977	807
978	CGpvCvl	580.471	978	793
979	NUEAGvSXbj	25.109	979	929
980	oPsXM	372.644	980	943
981	YUSrFOVXqMq	3.8	981	922
982	pSOWl	2.85	982	781
983	MSTRjfJ	75.170	983	968
984	HRDLxmiuNsI	5.55	984	916
985	XmEwo	35.1	985	943
986	EWJKY	98.93	986	903
987	sOYyQwi	49.446	987	853
988	SsnPfs	86.2	988	859
989	BgWxM	9.87	989	821
990	yJyvJnGniWD	7.68	990	912
991	IMQNQaTaEBvXQA	0.9	991	786
992	alMBA	81.385	992	965
993	ptfEF	3.9	993	906
994	HtwqaMERnY	314.6	994	840
995	uDAsmqi	24.1	995	812
996	kcGGNSklkf	2.9	996	944
997	oKUur	44.6	997	841
998	diScJCg	707.2	998	956
999	MqFLHdendl	556.912	999	958
1000	ahuyqv	949.41	1000	834
